site number,site location,Cluster,site acronym,date,sample type,TOC (mg/L),DOC (mg/L),UVA (cm-1),suva (L/mg-m),peak int,peak int WL,int at 450,int at 460,int at 500,FI (450/500),docm comments
R20,Verde River at Tangle,verde,verde abv horseshoe,2012,NA,NA,0.53,0.022,4.150943396,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2012,NA,NA,4.4,0.074,1.681818182,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2012,NA,NA,4.23,0.069,1.631205674,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2012,NA,NA,1.26,0.035,2.777777778,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2012,NA,NA,2.407090085,0.045,1.869477187,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2012,NA,NA,2.411682499,0.045,1.86591726,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2012,NA,NA,3.03,0.054,1.782178218,NA,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2012,NA,NA,4.96,0.049,0.987903226,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2012,NA,NA,2.71,0.052,1.918819188,NA,NA,NA,NA,NA,NA,NA
R6C,Bartlett Reservoir near outlet,verde,bartlett-dock,2012,NA,NA,1.69,0.049,2.899408284,NA,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2012,NA,NA,4.99,0.081,1.623246493,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2012,NA,NA,4.5,0.08,1.777777778,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2012,NA,NA,4.51,0.08,1.77383592,NA,NA,NA,NA,NA,NA,NA
R9C,Saguaro Lake near inlet,salt,saugaro-dock,2012,NA,NA,4.3,0.08,1.860465116,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2012,NA,NA,4.13,0.071,1.719128329,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2012,NA,NA,2.92,0.048,1.643835616,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2012,NA,NA,1.93,0.026,1.347150259,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2012,NA,NA,2.99,0.05,1.672240803,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2012,NA,NA,2.47,0.018,0.95,NA,NA,NA,NA,NA,NA,NA
VV West,Val Vista West WTP treated water,srp,val vista west-treated,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An in,Anthem WTP inlet,NA,anthem,2012,NA,NA,3.774098783,0.048,1.271826806,NA,NA,NA,NA,NA,NA,NA
An out,Anthem WTP outlet,NA,anthem,2012,NA,NA,2.061128197,0.041,1.989201839,NA,NA,NA,NA,NA,NA,NA
Ch in,Chandler WTP inlet,NA,chandler,2012,NA,NA,3.187800539,0.065,2.039023433,NA,NA,NA,NA,NA,NA,NA
Ch out,Chandler WTP outlet,NA,chandler,2012,NA,NA,2.19890063,0.04,1.819090843,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2012,NA,NA,3.308734119,0.068,2.055166645,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2012,offline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2012,NA,NA,3.22,0.054,1.677018634,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2012,NA,NA,2.694881389,0.027,1.001899383,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2012,NA,NA,2.6,0.048,1.846153846,NA,NA,NA,NA,NA,NA,NA
HOC,Head of the Consolidated Canal,az canal,NA,2012,NA,NA,2.593848272,0.055,2.12040159,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2012,NA,NA,2.678042536,0.057,2.128420263,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2012,NA,NA,3.14034559,0.064,2.037992258,NA,NA,NA,NA,NA,NA,NA
Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the Consolidated canal,az canal,NA,2012,NA,NA,2.454545034,0.055,2.240741125,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2012,offline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2012,offline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2012,NA,NA,3.717459004,0.069,1.856106548,NA,NA,NA,NA,NA,NA,NA
R1,CAP canal above Waddell Canal,cap,cap-siphon,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2012,NA,NA,3.478653454,0.074,2.127259901,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2012,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2012,NA,NA,3.0163504,0.067,2.221227348,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2012,NA,NA,3.18167732,0.066,2.074377549,NA,NA,NA,NA,NA,NA,NA
R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R17,Deer Valley WTP treated water,srp,deer valley-treated,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R19,Val Vista WTP treated water,srp,val vista-treated,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2012,NA,NA,4.562463261,0.248,5.435660208,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2012,NA,NA,3.34394263,0.065,1.943813252,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2012,NA,NA,3.092890641,0.068,2.198590506,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2012,NA,NA,1.484014782,0.033,2.223697526,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2012,NA,NA,2.8,0.043,1.535714286,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2012,NA,NA,3.1,0.043,1.387096774,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2012,not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4,Cap Canal at 7th St.,cap,cap @ 7th st,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2012,NA,NA,1.506976855,0.04,2.654320793,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2012,NA,NA,1.9,0.04,2.105263158,NA,NA,NA,NA,NA,NA,NA
R6C,Bartlett Reservoir near outlet,verde,bartlett-dock,2012,NA,NA,1.7,0.05,2.941176471,NA,NA,NA,NA,NA,NA,NA
R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2012,NA,NA,3.905747996,0.076,1.945850067,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2012,NA,NA,4.064951697,0.076,1.869640912,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2012,NA,NA,4.115468256,0.078,1.895288583,NA,NA,NA,NA,NA,NA,NA
R9C,Saguaro Lake near inlet,salt,saugaro-dock,2012,NA,NA,3.91646363,0.074,1.88945965,NA,NA,NA,NA,NA,NA,NA
Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2012,NA,NA,3.106667884,0.068,2.188840344,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2012,NA,NA,2.23717075,0.048,2.145567118,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2012,NA,NA,1.193161868,0.021,1.760029428,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2012,NA,NA,2.220331897,0.044,1.981685713,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2012,NA,NA,1.335526715,0.022,0.443839002,NA,NA,NA,NA,NA,NA,NA
VV West,Val Vista West WTP treated water,srp,val vista west-treated,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An in,Anthem WTP inlet,NA,anthem,2012,NA,NA,2.74,0.048,1.751824818,NA,NA,NA,NA,NA,NA,NA
An out,Anthem WTP outlet,NA,anthem,2012,NA,NA,2.48,0.045,1.814516129,NA,NA,NA,NA,NA,NA,NA
Ch in,Chandler WTP inlet,NA,chandler,2012,NA,NA,2.75,0.055,2,NA,NA,NA,NA,NA,NA,NA
Ch out,Chandler WTP outlet,NA,chandler,2012,NA,NA,2.39,0.038,1.589958159,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2012,NA,NA,3.87,0.071,1.834625323,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2012,NA,NA,2.07,0.019,0.917874396,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2012,NA,NA,3.9,0.066,1.692307692,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2012,NA,NA,3.5,0.028,0.8,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2012,NA,NA,2.78,0.05,1.798561151,NA,NA,NA,NA,NA,NA,NA
HOC,Head of the Consolidated Canal,az canal,NA,2012,NA,NA,3.21,0.058,1.806853583,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2012,NA,NA,3.68,0.059,1.60326087,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2012,NA,NA,4.2,0.069,1.642857143,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the Consolidated canal,az canal,NA,2012,NA,NA,2.78,0.05,1.798561151,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2012,NA,NA,5.7,0.062,1.087719298,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2012,NA,NA,4.8,0.037,0.770833333,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2012,NA,NA,3.86,0.07,1.813471503,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2012,NA,NA,3.87,0.072,1.860465116,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2012,NA,NA,3.95,0.069,1.746835443,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2012,NA,NA,3.61,0.069,1.911357341,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2012,NA,NA,1.36,0.028,2.058823529,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2012,NA,NA,3.88,0.071,1.829896907,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2012,NA,NA,3.82,0.071,1.858638743,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2012,NA,NA,1.54,0.033,2.142857143,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2012,NA,NA,2.82,0.043,1.524822695,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2012,NA,NA,3.05,0.043,1.409836066,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2012,NA,NA,4.44,0.066,1.486486486,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2012,NA,NA,1.81,0.04,2.209944751,NA,NA,NA,NA,NA,NA,NA
R6C,Bartlett Reservoir near outlet,verde,bartlett-dock,2012,NA,NA,2.58,0.064,2.480620155,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2012,NA,NA,4.49,0.076,1.692650334,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2012,NA,NA,4.84,0.079,1.632231405,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2012,NA,NA,3.96,0.074,1.868686869,NA,NA,NA,NA,NA,NA,NA
R9C,Saguaro Lake near inlet,salt,saugaro-dock,2012,NA,NA,4.77,0.076,1.593291405,NA,NA,NA,NA,NA,NA,NA
Roos In,NA,NA,NA,2012,NA,NA,2.05,0.063,3.073170732,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2012,NA,NA,3.69,0.068,1.842818428,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2012,NA,NA,3.28,0.05,1.524390244,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2012,NA,NA,3.28,0.025,0.762195122,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2012,NA,NA,2.99,0.045,1.505016722,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2012,NA,NA,2.41,0.032,1.32780083,NA,NA,NA,NA,NA,NA,NA
An in,Anthem WTP inlet,NA,anthem,2012,NA,NA,4.52,0.051,1.128318584,NA,NA,NA,NA,NA,NA,NA
An out,Anthem WTP outlet,NA,anthem,2012,NA,NA,2.98,0.044,1.476510067,NA,NA,NA,NA,NA,NA,NA
Ch in,Chandler WTP inlet,NA,chandler,2012,NA,NA,2.39,0.05,2.092050209,NA,NA,NA,NA,NA,NA,NA
Ch out,Chandler WTP outlet,NA,chandler,2012,NA,NA,2.05,0.041,2,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2012,NA,NA,3.016,0.05,1.657824934,NA,NA,NA,NA,NA,NA,NA
HOC,Head of the Consolidated Canal,az canal,NA,2012,NA,NA,2.92,0.059,2.020547945,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2012,NA,NA,2.88,0.059,2.048611111,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2012,NA,NA,3.63,0.069,1.900826446,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the Consolidated canal,az canal,NA,2012,NA,NA,2.45,0.059,2.408163265,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2012,NA,NA,3.52,0.072,2.045454545,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2012,NA,NA,2.32,0.037,1.594827586,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2012,NA,NA,3.6,0.074,2.055555556,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2012,NA,NA,3.51,0.069,1.965811966,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2012,NA,NA,3.5,0.074,2.114285714,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2012,NA,NA,0.91,0.027,2.967032967,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2012,NA,NA,1.44,0.036,2.5,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2012,NA,NA,3.059,0.046,1.503759398,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2012,NA,NA,3.618,0.041,1.133222775,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2012,NA,NA,2.73,0.046,1.684981685,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2012,NA,NA,3.61,0.059,1.63434903,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2012,NA,NA,2.45,0.043,1.755102041,NA,NA,NA,NA,NA,NA,NA
R6C,Bartlett Reservoir near outlet,verde,bartlett-dock,2012,NA,NA,3.19,0.052,1.630094044,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2012,NA,NA,5.27,0.076,1.442125237,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2012,NA,NA,4.94,0.072,1.457489879,NA,NA,NA,NA,NA,NA,NA
R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2012,NA,NA,3.94,0.07,1.776649746,NA,NA,NA,NA,NA,NA,NA
R9C,Saguaro Lake near inlet,salt,saugaro-dock,2012,NA,NA,4.36,0.071,1.628440367,NA,NA,NA,NA,NA,NA,NA
Roos In,NA,NA,NA,2012,NA,NA,1.47,0.045,3.06122449,NA,NA,NA,NA,NA,NA,NA
SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2012,NA,NA,3.47,0.069,1.988472622,NA,NA,NA,NA,NA,NA,NA
SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2012,NA,NA,2.11,0.045,2.132701422,NA,NA,NA,NA,NA,NA,NA
SPT Out,Tempe's South Plant treated water,tempe,STP Out,2012,NA,NA,1.56,0.025,1.602564103,NA,NA,NA,NA,NA,NA,NA
UH In,Union Hills Inlet,cap,Union Hills Inlet,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An in,Anthem WTP inlet,NA,anthem,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An out,Anthem WTP outlet,NA,anthem,2012,NA,NA,4.195,0.044,1.0488677,NA,NA,NA,NA,NA,NA,NA
Ch in,Chandler WTP inlet,NA,chandler,2012,NA,NA,2.532,0.042,1.658767773,NA,NA,NA,NA,NA,NA,NA
Ch out,Chandler WTP outlet,NA,chandler,2012,NA,NA,2.229,0.036,1.615074024,NA,NA,NA,NA,NA,NA,NA
Gila Salt,NA,NA,NA,2012,NA,NA,3.056,0.047,1.537958115,NA,NA,NA,NA,NA,NA,NA
Glen In,Glendale WTP Inlet,NA,Glen In,2012,NA,NA,3.745,0.067,1.789052069,NA,NA,NA,NA,NA,NA,NA
Glen Out,Glendale WTP Outlet,NA,Glen Out,2012,NA,NA,2.375,0.035,1.473684211,NA,NA,NA,NA,NA,NA,NA
Green In,Greenway WTP Inlet,srp,Green In,2012,NA,NA,3.829,0.067,1.749804126,NA,NA,NA,NA,NA,NA,NA
Green Out,Greenway WTP Outlet,srp,Green Out,2012,NA,NA,3.142,0.031,0.986632718,NA,NA,NA,NA,NA,NA,NA
Havasu 1,Havasu lake Sample,NA,Havasu 1,2012,NA,NA,3.016,0.05,1.657824934,NA,NA,NA,NA,NA,NA,NA
HOC,Head of the Consolidated Canal,az canal,NA,2012,NA,NA,3.055,0.054,1.767594108,NA,NA,NA,NA,NA,NA,NA
HTC,Head of the Tempe Canal,tempe,head of tempe canal,2012,NA,NA,3.055,0.055,1.800327332,NA,NA,NA,NA,NA,NA,NA
Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2012,NA,NA,4.4,0.07,1.590909091,NA,NA,NA,NA,NA,NA,NA
Mesa Turnout,NA,NA,NA,2012,NA,NA,3.163,0.047,1.485931078,NA,NA,NA,NA,NA,NA,NA
MOC,Middle of the Consolidated canal,az canal,NA,2012,NA,NA,2.76,0.046,1.666666667,NA,NA,NA,NA,NA,NA,NA
NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2012,NA,NA,3.693,0.067,1.814243163,NA,NA,NA,NA,NA,NA,NA
NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2012,NA,NA,3.237,0.048,1.482854495,NA,NA,NA,NA,NA,NA,NA
Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2012,NA,NA,3.804,0.069,1.813880126,NA,NA,NA,NA,NA,NA,NA
R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2012,NA,NA,3.745,0.066,1.7623498,NA,NA,NA,NA,NA,NA,NA
R11,CAP Canal at Cross-connect,cap,cap @ x con,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2012,NA,NA,3.535,0.066,1.867043847,NA,NA,NA,NA,NA,NA,NA
R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2012,NA,NA,3.701,0.067,1.810321535,NA,NA,NA,NA,NA,NA,NA
R20,Verde River at Tangle,verde,verde abv horseshoe,2012,NA,NA,1.133,0.033,2.912621359,NA,NA,NA,NA,NA,NA,NA
R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2012,NA,NA,3.702,0.066,1.782820097,NA,NA,NA,NA,NA,NA,NA
R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2012,NA,NA,3.586,0.067,1.868377022,NA,NA,NA,NA,NA,NA,NA
R25,verde river at beeline highway,verde,verde @ beeline,2012,NA,NA,1.824,0.047,2.576754386,NA,NA,NA,NA,NA,NA,NA
R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2012,NA,NA,3.059,0.046,1.503759398,NA,NA,NA,NA,NA,NA,NA
R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2012,NA,NA,3.618,0.041,1.133222775,NA,NA,NA,NA,NA,NA,NA
R3,Waddell Canal,cap,waddell canal,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2012,NA,NA,3.7,0.051,1.378378378,NA,NA,NA,NA,NA,NA,NA
R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2012,NA,NA,0.2,0.048,24,NA,NA,NA,NA,NA,NA,NA
R6C,Bartlett Reservoir near outlet,verde,bartlett-dock,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R9A,Saguaro Lake near inlet,salt,saguaro-epi,2012,NA,NA,4.211,0.071,1.686060318,NA,NA,NA,NA,NA,NA,NA
R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2012,NA,NA,4.462,0.072,1.613626177,NA,NA,NA,NA,NA,NA,NA
